iter	MultiClass
0	1.485962968
1	1.293337951
2	1.148423194
3	1.036629725
4	0.9473957897
5	0.8705495066
6	0.8073753819
7	0.7528407604
8	0.7034318945
9	0.6600911387
10	0.6231480797
11	0.5870446635
12	0.5536449364
13	0.5275569621
14	0.5019630382
15	0.4746984167
16	0.4505970415
17	0.4300828799
18	0.4116120269
19	0.3973260844
20	0.3823629423
21	0.3676492059
22	0.3550324138
23	0.3453515479
24	0.3341174325
25	0.3248681037
26	0.3138918336
27	0.3060512489
28	0.2969552186
29	0.2876111261
30	0.2796963905
31	0.2714504001
32	0.2652097533
33	0.2577723261
34	0.2509480773
35	0.2452849781
36	0.2413446949
37	0.2365996377
38	0.2322761527
39	0.2277961465
40	0.2232405501
41	0.2202220619
42	0.2159239951
43	0.2120583014
44	0.2078772033
45	0.2036640878
46	0.2011784546
47	0.1974311974
48	0.1936915941
49	0.1904249728
50	0.186892206
51	0.1836480572
52	0.1803891609
53	0.1773714358
54	0.1744360434
55	0.1722239862
56	0.1698970061
57	0.1678743206
58	0.1653398814
59	0.1634124153
60	0.161245581
61	0.1572581622
62	0.154893341
63	0.1524436649
64	0.1504914511
65	0.1482411643
66	0.1463833663
67	0.1440824155
68	0.1420276972
69	0.1407832608
70	0.1394130501
71	0.1384744736
72	0.1365759659
73	0.1346489394
74	0.1331442711
75	0.1315457044
76	0.1301362357
77	0.1289281805
78	0.1271268972
79	0.1258014402
80	0.124409327
81	0.12279614
82	0.1219574248
83	0.1206155101
84	0.1193879606
85	0.1185692507
86	0.1172338394
87	0.1162411861
88	0.1152278543
89	0.1140188626
90	0.113035928
91	0.1115102152
92	0.1108054987
93	0.1100888563
94	0.1086966896
95	0.1079686831
96	0.1070346395
97	0.1060936299
98	0.1051448717
99	0.1042808157
100	0.1034070603
101	0.1026064367
102	0.1016279505
103	0.1007581199
104	0.09957479126
105	0.09897323459
106	0.09802335068
107	0.09702088952
108	0.09668747149
109	0.0957877484
110	0.09517122091
111	0.09472100349
112	0.09418745233
113	0.09345295279
114	0.09274003332
115	0.0923363041
116	0.0914236607
117	0.09076191722
118	0.08964733886
119	0.08905039905
120	0.08817658014
121	0.08768313997
122	0.08714910137
123	0.08638181415
124	0.08596037385
125	0.08543851332
126	0.08440728448
127	0.08385756534
128	0.08332351141
129	0.08284875523
130	0.08250570843
131	0.08209229274
132	0.08167823467
133	0.08067505027
134	0.07989959591
135	0.07935239235
136	0.07897595795
137	0.07862764539
138	0.0779174323
139	0.0776828199
140	0.07723268597
141	0.07686646949
142	0.07625679348
143	0.07549730917
144	0.07493655208
145	0.07452578277
146	0.07426937496
147	0.07378195265
148	0.07351723285
149	0.07320917114
150	0.07292168825
151	0.07268243941
152	0.07214581256
153	0.07149710359
154	0.07077381003
155	0.07036729683
156	0.06981060029
157	0.06938255374
158	0.06896130965
159	0.06858127126
160	0.06832284064
161	0.06761426678
162	0.06715434042
163	0.06669850666
164	0.06641057008
165	0.06617502613
166	0.06593436067
167	0.06561063065
168	0.06547193829
169	0.06514454101
170	0.06462159019
171	0.06428400556
172	0.06398793823
173	0.06371442859
174	0.06328582267
175	0.06289406541
176	0.0626711706
