iter	MultiClass
177	0.06250421948
178	0.06222299917
179	0.06178615219
180	0.06143996243
181	0.06128784802
182	0.06097504709
183	0.06078762328
184	0.06041999879
185	0.06010119964
186	0.05959136948
187	0.05916476504
188	0.0587943392
189	0.05851296078
190	0.05816288798
191	0.05789025779
192	0.0576709234
193	0.05740684031
194	0.05722186948
195	0.05703331553
196	0.05678289864
197	0.05646642522
198	0.05625080132
199	0.05590853661
200	0.05571560628
201	0.05546032901
202	0.0551614835
203	0.05492849463
204	0.05469938274
205	0.05430310225
206	0.05405975786
207	0.05380732277
208	0.0536061813
209	0.05333471719
210	0.05297371609
211	0.05280307013
212	0.05259080309
213	0.05242062049
214	0.05221780612
215	0.05206604572
216	0.05186925068
217	0.05165635469
218	0.05153647203
219	0.05114683486
220	0.05084510091
221	0.05075570409
222	0.05062410834
223	0.05036394922
224	0.0502058677
225	0.04997304015
226	0.04970198568
227	0.04959339476
228	0.04945505908
229	0.04907722901
230	0.04887616696
231	0.04866435128
232	0.04850289337
233	0.04834252517
234	0.04814284224
235	0.0480357901
236	0.04792532156
237	0.04765041961
238	0.04737404486
239	0.04715410746
240	0.04702260012
241	0.04686282159
242	0.04670067093
243	0.04656550682
244	0.04629029022
245	0.04606564153
246	0.04591507668
247	0.0457295133
248	0.04561474759
249	0.04541769128
250	0.04526662875
251	0.0450899815
252	0.04490045038
253	0.04458240655
254	0.04447668458
255	0.04435674151
256	0.04413640333
257	0.04407841548
258	0.04385914668
259	0.04376268486
260	0.04358942141
261	0.0433566025
262	0.04318821286
263	0.04302957508
264	0.04289574052
265	0.04243413093
266	0.04231137318
267	0.04218779411
268	0.04197803766
269	0.04182123759
270	0.04153893419
271	0.04135687883
272	0.04128510846
273	0.04119817302
274	0.04099590506
275	0.04089360521
276	0.04076495809
277	0.04054082905
278	0.04045769384
279	0.040333733
280	0.04014293614
281	0.04002210637
282	0.03992843277
283	0.03985669897
284	0.03974705437
285	0.03962557561
286	0.03948444646
287	0.03945102092
288	0.03927327348
289	0.03912961879
290	0.03894010147
291	0.03883573143
292	0.03858410127
293	0.03845023904
294	0.0383427511
295	0.03820688469
296	0.03803401481
297	0.03794255566
298	0.03784213887
299	0.03773146289
300	0.03765685378
301	0.03759639017
302	0.03748532314
303	0.03741642431
304	0.03722737032
305	0.03713158747
306	0.03701572247
307	0.03685842237
308	0.03673619999
309	0.03660682155
310	0.03645135428
311	0.03628135507
312	0.03613016354
313	0.0360624045
314	0.03600411889
315	0.03583875364
316	0.03575926669
317	0.03566660349
318	0.03549489792
319	0.03540575407
320	0.03528626792
321	0.03511515486
322	0.03503735506
323	0.03491435916
324	0.03479577523
325	0.03470872461
326	0.03460305031
327	0.03438714933
328	0.03429266293
329	0.03421342121
330	0.03410846874
331	0.03400133024
332	0.03388284275
333	0.03373258165
334	0.03364004763
335	0.0335114037
336	0.0333558902
337	0.03323589523
338	0.0331198368
339	0.03302944083
340	0.03297970266
341	0.03284055629
342	0.03278960256
343	0.03274768162
344	0.03270949061
345	0.0326811463
346	0.03260568219
347	0.0325387944
348	0.03239206175
349	0.03223006971
350	0.03212388656
351	0.03202071439
352	0.03189745059
353	0.03181768346
354	0.03167562777
355	0.0315204708
356	0.03146188298
357	0.03137840692
358	0.03130455587
359	0.03116320336
360	0.03106962924
361	0.03097963681
362	0.03084815608
363	0.03073707259
364	0.03065179433
365	0.03061116943
366	0.03055695846
367	0.03051202316
368	0.03046747493
369	0.03037869921
370	0.03019681543
371	0.03014421271
372	0.03008656533
373	0.03001429278
374	0.02990764691
375	0.02982373168
376	0.02970346654
377	0.02966419109
378	0.02960659056
379	0.02953855866
380	0.02945971814
381	0.02936448433
382	0.02928959656
383	0.02914097055
384	0.02908449667
385	0.02904013776
386	0.02896532097
387	0.02890843368
388	0.02885603432
389	0.02880427251
390	0.0286842105
391	0.02860850693
392	0.0285492697
393	0.02848843434
394	0.02841154965
395	0.02835580713
396	0.02827814696
397	0.02824517962
398	0.02819742049
399	0.02810873154
400	0.02800729595
401	0.02793107378
402	0.02781622778
403	0.02773588689
404	0.02767026168
405	0.02757823339
406	0.02753031768
407	0.0274773364
408	0.02738822401
409	0.02732886052
410	0.02728704128
411	0.02720560336
412	0.02715358033
413	0.02706338529
414	0.02698283011
415	0.0268548517
416	0.02673533057
417	0.02667150988
418	0.02661094623
419	0.02657076724
420	0.02646859865
421	0.02639662031
422	0.026367889
423	0.02631109983
424	0.0262234227
425	0.02610962456
426	0.02602804012
427	0.02600912108
428	0.02592894702
429	0.0258825401
430	0.02585820172
431	0.02580228633
432	0.0257357104
433	0.02567610353
434	0.02557259633
435	0.02550428436
436	0.02542037678
437	0.02537386518
438	0.02533146374
439	0.0252483369
440	0.02518981772
441	0.02515505281
442	0.02510323825
443	0.02504874839
444	0.02499695263
445	0.024977424
446	0.0249297014
447	0.02484008641
448	0.02472446855
449	0.0246684767
450	0.02459857068
451	0.02457132258
452	0.02450769015
453	0.02441426512
454	0.02437005959
455	0.02430403391
456	0.02422302227
457	0.0240913479
458	0.02399864073
459	0.02396386896
460	0.02393683703
461	0.02384750104
462	0.02380971653
463	0.02374696977
464	0.02363659922
465	0.02359399279
466	0.0235742388
467	0.02350442073
468	0.02341823297
469	0.02338855842
470	0.02331699327
471	0.02327877171
472	0.02324410727
473	0.02321226671
474	0.02314237571
475	0.02309223336
476	0.02301389227
477	0.0229619577
478	0.02293784804
479	0.02287641037
480	0.02284634031
481	0.02276579448
482	0.0226935604
483	0.02265987384
484	0.02260894963
485	0.02257817264
486	0.02254701435
487	0.02246502173
488	0.02243387821
489	0.02240949927
490	0.02238624171
491	0.02234631657
492	0.02229538897
493	0.02226442803
494	0.02221154604
495	0.02216061927
496	0.02213374508
497	0.02209953147
498	0.02206048396
499	0.02202784973
500	0.02198047823
501	0.0219500065
502	0.02190774069
503	0.0218098173
504	0.02176204815
505	0.02171922181
506	0.02166066027
507	0.02163647148
508	0.02161228815
509	0.02157930875
510	0.02154451265
511	0.02149591137
512	0.02144785003
513	0.02140274404
514	0.02135884541
515	0.02133810741
516	0.02125902445
517	0.02123769069
518	0.0212087311
519	0.0211890756
520	0.02110761072
521	0.02109218725
522	0.02104301331
523	0.02100314077
524	0.02096322392
525	0.02093281042
526	0.0209163021
527	0.0208871014
528	0.02082865902
529	0.02078185408
530	0.02075141157
531	0.02063757118
532	0.02058135281
533	0.02055812754
534	0.02051152577
535	0.02047912779
536	0.02043903699
537	0.02037693365
538	0.02032313055
539	0.02028340071
540	0.0202637762
541	0.0202140516
542	0.02018516262
543	0.02012412671
544	0.02003475509
545	0.01996126989
546	0.01993726361
547	0.01989407452
548	0.01983576425
549	0.0197918147
550	0.01974583743
551	0.01973104233
552	0.01969623665
553	0.01965169947
554	0.0195883275
555	0.01956231544
556	0.01952288264
557	0.01950909782
558	0.01948475369
559	0.01945237909
560	0.01942038036
561	0.01940036901
562	0.01937117542
563	0.01929814745
564	0.01928546598
565	0.01923754245
566	0.01923312258
567	0.01920375426
568	0.01916100935
569	0.0191197391
570	0.01910982554
571	0.01907477456
572	0.01904161811
573	0.01901434502
574	0.01900002441
575	0.01897721798
576	0.01888465533
577	0.01883685356
578	0.01882070119
579	0.01880347649
580	0.0187329677
581	0.01869764516
582	0.01866068214
583	0.01860814676
584	0.01857902927
585	0.01849785935
586	0.01846202066
587	0.01841351356
588	0.01837638636
589	0.01834608597
590	0.01832751077
591	0.01830995431
592	0.01827039649
593	0.01822710136
594	0.01820373521
595	0.01812762761
596	0.01811218782
597	0.01809553826
598	0.01807671058
599	0.01804765442
600	0.01803252315
601	0.01799417224
602	0.01796981117
603	0.01796182137
604	0.01789815506
605	0.01786332915
606	0.01783883175
607	0.01782622475
608	0.01780122538
609	0.01778069782
610	0.01776845632
611	0.01774343622
612	0.01769721914
613	0.01764808258
614	0.01759588742
615	0.01758181535
616	0.01753249746
617	0.01750035109
618	0.01746549387
619	0.01743797835
620	0.01740930539
621	0.01737270228
622	0.01733627029
623	0.01730515776
624	0.01723197543
625	0.01720558565
626	0.01716774163
627	0.01713204923
628	0.01710527852
629	0.01708299249
630	0.01704718377
631	0.01701982257
632	0.01697323673
633	0.01694435146
634	0.01691941908
635	0.01689196033
636	0.01688394005
637	0.01683059236
638	0.01680965742
639	0.0167892369
640	0.01674878697
641	0.01670486329
642	0.01668761112
643	0.01666258035
644	0.01664841446
645	0.01662534694
646	0.01658401894
647	0.01655904649
648	0.01651305332
649	0.01649080119
650	0.0164743604
651	0.01646065077
652	0.01643646292
653	0.01639661998
654	0.01634669722
655	0.01628492034
656	0.01626987788
657	0.01625219079
658	0.01622817153
659	0.01619094237
660	0.01617870528
661	0.01616134131
662	0.0161273932
663	0.01611312529
664	0.01610102921
665	0.01608501745
666	0.01607638497
667	0.01602967417
668	0.01597335566
669	0.01595163364
670	0.01592197646
671	0.01589521533
672	0.01585747602
673	0.01583674702
674	0.01580307319
675	0.01574724262
676	0.01570660563
677	0.0156938468
678	0.01567531504
679	0.01565841772
680	0.01562264931
681	0.015583055
682	0.01556771276
683	0.01552337233
684	0.0154855544
685	0.01545712931
686	0.01544930942
687	0.01542119833
688	0.01539149477
689	0.01537408092
690	0.01535054852
691	0.01531786128
692	0.01528294758
693	0.01525412313
694	0.01523955669
695	0.01519326416
696	0.01517359723
697	0.01514681064
698	0.01513015014
699	0.01510880141
700	0.01509488647
701	0.01506314877
702	0.01504023644
703	0.01501814703
704	0.0150057267
705	0.01499906752
706	0.01496963747
707	0.01494652951
708	0.0149249709
709	0.01488645604
710	0.01484800083
711	0.01483189157
712	0.01479806041
713	0.01476448901
714	0.01473937783
715	0.01471597983
716	0.01468064743
717	0.01464690067
718	0.01462253951
719	0.01461680005
720	0.01457503719
721	0.01454923274
722	0.0145237032
723	0.01451341747
724	0.01450005274
725	0.01445882903
726	0.01444269106
727	0.0144232823
728	0.01441116867
729	0.01438226968
730	0.0143508837
731	0.01432958366
732	0.01431813066
733	0.01427254845
734	0.01424680599
735	0.0142140362
736	0.01418977937
737	0.01417934579
738	0.01415391353
739	0.01413970621
740	0.01411270002
741	0.01408017895
742	0.01402514244
743	0.0139839344
744	0.01396480161
745	0.01395347198
746	0.01393078693
747	0.01391778722
748	0.01390109875
749	0.01386657108
750	0.01385821676
751	0.01384706503
752	0.01383066427
753	0.01379819434
754	0.0137759484
755	0.01375546187
756	0.01373484968
757	0.01371554876
758	0.0137062787
759	0.01368959415
760	0.01365779535
761	0.01364345118
762	0.01361226433
763	0.01360453723
764	0.01358587534
765	0.01357138799
766	0.01355490141
767	0.01354422036
768	0.01353074232
769	0.01350119604
770	0.01348583096
771	0.01346444567
772	0.01344602398
773	0.01342608407
774	0.01341189024
775	0.01340129593
776	0.01338176759
777	0.01336166596
778	0.0133242421
779	0.01330563061
780	0.01327745913
781	0.01326389793
782	0.01324135786
783	0.01322547258
784	0.01318659882
785	0.01315631667
786	0.01313429183
787	0.01312258249
788	0.01310516314
789	0.01307748604
790	0.01304991236
791	0.0130164245
792	0.01301283604
793	0.01299375096
794	0.01297878821
795	0.01295302128
796	0.01293720415
797	0.01291634084
798	0.01289643953
799	0.01286474404
800	0.01284896734
801	0.01283682289
802	0.01282211526
803	0.01279796614
804	0.01278769395
805	0.0127659938
806	0.01274116529
807	0.01273134215
808	0.01272356135
809	0.01271395638
810	0.0127015348
811	0.01269360396
812	0.01268415347
813	0.01266609534
814	0.01262333715
815	0.0125950385
816	0.01258660155
817	0.01256532922
818	0.01255862607
819	0.01254126937
820	0.01252768185
821	0.01251447066
822	0.01248323147
823	0.01247589024
824	0.01245483264
825	0.01244593903
826	0.01242180162
827	0.01240509164
828	0.012392126
829	0.01237927749
830	0.012370767
831	0.01233805139
832	0.01232165397
833	0.01231027883
834	0.01228928522
835	0.01227685634
836	0.01226617265
837	0.01224220945
838	0.01222666844
839	0.01221703359
840	0.01219792824
841	0.01218982899
842	0.01215759796
843	0.0121417784
844	0.01210529612
845	0.01207153677
846	0.01204317188
847	0.01201492429
848	0.01199981562
849	0.01198521358
850	0.01196834277
851	0.01192780271
852	0.01190551772
853	0.01188359874
854	0.01186761694
855	0.01185947835
856	0.01184576876
857	0.01182666636
858	0.01181079352
859	0.01179009565
860	0.01174634079
861	0.01172134283
862	0.01169922877
863	0.0116823158
864	0.01167242749
865	0.01166090887
866	0.0116433638
867	0.01161699637
868	0.01160260515
869	0.01157933763
870	0.01156290783
871	0.01155711051
872	0.01155009359
873	0.0115464342
874	0.01152071354
875	0.01150718799
876	0.01148961801
877	0.01146847187
878	0.01144885566
879	0.01142731996
880	0.01141705374
881	0.01140299768
882	0.01138017454
883	0.01136481409
884	0.01134655831
885	0.01130454431
886	0.01129346435
887	0.01126688425
888	0.01126084727
889	0.01124549027
890	0.01122965435
891	0.01121059409
892	0.01118095807
893	0.01117436021
894	0.01116619067
895	0.01115789095
896	0.01113853207
897	0.01111220331
898	0.01109847816
899	0.01108108451
900	0.01107410847
901	0.01106863541
902	0.01106326735
903	0.01103026412
904	0.01098408239
905	0.01093231368
906	0.01092527924
907	0.01089068867
908	0.01088034134
909	0.01087388409
910	0.01086356861
911	0.01084298605
912	0.0108266878
913	0.01082217969
914	0.0108153363
915	0.01080140555
916	0.01079455019
917	0.01077504353
918	0.01075575792
919	0.01075153895
920	0.01074220145
921	0.01073135287
922	0.01070461514
923	0.01069151526
924	0.01067390289
925	0.01064953264
926	0.0106438405
927	0.01063221629
928	0.010623004
929	0.01061543692
930	0.01061232336
931	0.01059278173
932	0.01056207322
933	0.01054803868
934	0.01053523469
935	0.01051800584
936	0.01050524408
937	0.01049502601
938	0.01048429383
939	0.01047391189
940	0.01046103542
941	0.01044041904
942	0.01042687319
943	0.01040759404
944	0.01038745271
945	0.01036119279
946	0.01034591923
947	0.01033133264
948	0.01032150761
949	0.01031443991
950	0.01029107745
951	0.01026694969
952	0.0102468687
953	0.01023905007
954	0.01022885418
955	0.01022260884
956	0.01020770459
957	0.01018512496
958	0.01016552867
959	0.01015165082
960	0.01014075002
961	0.01013163669
962	0.01010759305
963	0.01008150636
964	0.01004665282
965	0.01002555467
966	0.0100078528
967	0.01000486234
968	0.009992767375
969	0.009987995029
970	0.009978124974
971	0.009968411009
972	0.009950458971
973	0.009936138643
974	0.009925255567
975	0.009896804958
976	0.009879739808
977	0.009874834925
978	0.009856992875
979	0.009840015137
980	0.009827275816
981	0.009818899796
982	0.009803282514
983	0.009795303985
984	0.009780006097
985	0.009771581762
986	0.009759319868
987	0.009752829787
988	0.009737732641
989	0.009724941065
990	0.009717204408
991	0.009704095721
992	0.009693665556
993	0.009685977141
994	0.00967908694
995	0.009654420162
996	0.009641144944
997	0.009636455742
998	0.00962457126
999	0.009611806965
