iter	Passed	Remaining
616	12656	7856
617	12749	7880
618	12900	7940
619	12941	7931
620	12981	7922
621	13000	7900
622	13015	7875
623	13028	7850
624	13042	7825
625	13055	7799
626	13068	7774
627	13081	7749
628	13094	7723
629	13111	7700
630	13124	7674
631	13139	7650
632	13152	7625
633	13165	7600
634	13178	7574
635	13191	7549
636	13204	7524
637	13216	7498
638	13228	7473
639	13241	7448
640	13256	7424
641	13270	7400
642	13284	7375
643	13300	7352
644	13316	7329
645	13331	7305
646	13358	7288
647	13425	7292
648	13494	7298
649	13552	7297
650	13568	7273
651	13584	7250
652	13599	7226
653	13621	7206
654	13644	7186
655	13665	7166
656	13683	7143
657	13700	7121
658	13717	7098
659	13736	7076
660	13754	7054
661	13774	7033
662	13798	7013
663	13814	6990
664	13831	6967
665	13849	6945
666	13868	6923
667	13885	6901
668	13903	6879
669	13918	6855
670	13934	6832
671	13948	6808
672	13961	6783
673	13997	6770
674	14221	6847
675	14268	6838
676	14286	6816
677	14302	6792
678	14320	6770
679	14338	6747
680	14353	6723
681	14370	6700
682	14384	6676
683	14399	6652
684	14418	6630
685	14438	6608
686	14452	6584
687	14468	6561
688	14482	6537
689	14497	6513
690	14512	6489
691	14528	6466
692	14543	6442
693	14561	6420
694	14587	6401
695	14605	6379
696	14620	6355
697	14639	6334
698	14654	6310
699	14672	6288
700	14686	6264
701	14810	6287
702	14881	6286
703	14911	6269
704	14928	6246
705	14944	6223
706	14964	6201
707	14983	6179
708	15000	6156
709	15014	6132
710	15029	6109
711	15041	6084
712	15058	6061
713	15076	6039
714	15090	6015
715	15106	5991
716	15121	5968
717	15137	5945
718	15150	5921
719	15163	5896
720	15182	5874
721	15200	5852
722	15216	5829
723	15235	5808
724	15252	5785
725	15273	5764
726	15291	5742
727	15311	5720
728	15342	5703
729	15449	5714
730	15552	5723
731	15580	5704
732	15602	5683
733	15623	5662
734	15647	5641
735	15664	5618
736	15693	5600
737	15722	5581
738	15757	5565
739	15791	5548
740	15829	5532
741	15876	5520
742	15913	5504
743	15966	5493
744	16085	5505
745	16278	5542
746	16375	5546
747	16419	5531
748	16463	5517
749	16488	5496
750	16516	5476
751	16540	5454
752	16562	5432
753	16588	5412
754	16613	5391
755	16642	5371
756	16674	5352
757	16725	5339
758	16757	5320
759	16789	5302
760	16848	5291
761	17020	5316
762	17082	5306
763	17103	5283
764	17127	5261
765	17156	5240
766	17176	5217
767	17215	5200
768	17302	5197
769	17428	5205
770	17566	5217
771	17717	5232
772	17797	5226
773	17823	5204
774	17851	5182
775	17879	5161
776	17912	5140
777	17932	5117
778	17953	5093
779	17972	5069
780	17994	5045
781	18013	5021
782	18030	4996
783	18047	4972
784	18066	4948
785	18088	4924
786	18109	4901
787	18135	4878
788	18154	4855
789	18176	4831
790	18199	4808
791	18312	4809
792	18379	4797
793	18416	4778
794	18443	4755
795	18468	4733
796	18487	4708
797	18509	4685
798	18526	4660
799	18548	4637
800	18565	4612
801	18581	4587
802	18601	4563
803	18620	4539
804	18640	4515
805	18658	4490
806	18672	4465
807	18686	4440
808	18700	4415
809	18718	4390
810	18731	4365
811	18747	4340
812	18764	4316
813	18777	4290
814	18793	4265
815	18812	4242
816	18829	4217
817	18846	4193
818	19018	4203
819	19149	4203
820	19197	4185
821	19228	4163
822	19248	4139
823	19266	4115
824	19287	4091
825	19312	4068
826	19330	4043
827	19348	4019
828	19362	3993
829	19379	3969
830	19394	3944
831	19407	3918
832	19424	3894
833	19440	3869
834	19454	3844
835	19468	3819
836	19481	3793
837	19496	3769
838	19511	3744
839	19529	3719
840	19548	3695
841	19566	3671
842	19639	3657
843	19710	3643
844	19789	3629
845	19817	3607
846	19841	3584
847	19878	3563
848	19908	3540
849	19926	3516
850	19943	3491
851	19958	3467
852	19973	3442
853	19989	3417
854	20004	3392
855	20019	3367
856	20037	3343
857	20052	3318
858	20070	3294
859	20086	3269
860	20100	3244
861	20116	3220
862	20130	3195
863	20145	3170
864	20158	3146
865	20172	3121
866	20192	3097
867	20209	3073
868	20224	3048
869	20282	3030
870	20340	3012
871	20415	2996
872	20454	2975
873	20473	2951
874	20488	2926
875	20502	2902
876	20516	2877
877	20537	2853
878	20553	2829
879	20568	2804
880	20582	2780
881	20595	2755
882	20610	2730
883	20623	2706
884	20649	2683
885	20710	2664
886	20738	2641
887	20753	2617
888	20766	2592
889	20780	2568
890	20794	2543
891	20808	2519
892	20822	2494
893	20835	2470
894	20848	2445
895	20862	2421
896	20875	2397
897	20912	2375
898	20963	2355
899	21027	2336
900	21075	2315
901	21095	2292
902	21109	2267
903	21126	2243
904	21140	2219
905	21156	2195
906	21169	2170
907	21187	2146
908	21199	2122
909	21212	2097
910	21226	2073
911	21238	2049
912	21252	2025
913	21265	2000
914	21277	1976
915	21289	1952
916	21299	1927
917	21310	1903
918	21323	1879
